miRNA	Contrast	Dir	Info	Source
hsa-miR-342-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-146b-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-149-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-224-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-18a-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-30a-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-452-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-365a-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-505-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-522-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-135b-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-521	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-30a-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-125a-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-193b-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-20a-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-499a-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-148b-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-10a-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-let-7e-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-615-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-525-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-452-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-96-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-99b-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-501-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-449a	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-585-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-191-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-934	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-9-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-584-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-9-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-519a-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-let-7b-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-223-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-378a-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-195-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-375	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-200a-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-630	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-92b-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-146a-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-519d-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-137	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-17-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-105-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-760	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-769-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-647	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-302a-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-138-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-625-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-653-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-188-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-492	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-128-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-221-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-24-1-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-646	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-659-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-581	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-526b-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-18b-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-182-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-511-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-29c-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-155-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-586	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-378a-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-106a-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-367-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-532-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-592	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-30c-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-150-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-519c-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-let-7a-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-10b-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-545-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-876-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-181d-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-183-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-384	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-518c-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-941	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-25-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-767-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-31-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-148a-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-510-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-520h	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-578	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-95-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-802	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-449b-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-190a-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-338-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-518f-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-520g-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-328-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-423-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-362-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-191-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-573	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-493-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-141-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-660-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-let-7i-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-153-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-766-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-574-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-570-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-30d-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-876-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-429	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-194-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-199a-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
unknown	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-520c-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-197-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-526b-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-483-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-515-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-518e-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-372-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-518f-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-181c-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-642a-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-614	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-214-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-133b	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-620	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-let-7f-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-619-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-323b-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-135a-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-92a-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-489-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-32-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-635	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-193a-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-559	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-579-3p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-374a-5p	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-583	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-596	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-551b-3p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-339-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-let-7c-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-591	subtype1 vs substype2	Down	subtype1 vs substype2	dbDEMC
hsa-miR-425-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-380-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-651-5p	subtype1 vs substype2	Up	subtype1 vs substype2	dbDEMC
hsa-miR-125a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-30a-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-30a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-188-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-18a-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-367-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-32-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-33a-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-526b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-17-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-24-1-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-525-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-195-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-190a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-219a-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-18a-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-10a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-99b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-647	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-483-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-585-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-10b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-125b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-365a-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-499a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-106a-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-95-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-152-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-218-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-18b-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-142-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-19b-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-let-7c-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-19a-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-let-7b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-204-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-574-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-613	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-100-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-1537-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-99a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-let-7e-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-1185-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-33b-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-542-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-138-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-211-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-651-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-30c-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-135a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-379-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-767-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-609	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-105-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-411-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-299-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-214-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-567	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-196b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-577	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-30d-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-128-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-146a-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-25-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-223-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-142-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-624-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-let-7a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-199a-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-107	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-1229-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-556-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-378a-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-194-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-139-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-362-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-301a-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-545-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
unknown	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-450a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-487b-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-132-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-155-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-625-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-106b-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-342-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-96-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-299-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-559	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-93-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-27b-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-26b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-630	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-663a	high grade vs low grade	Up	high grade vs low grade	dbDEMC
unknown	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-627-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-941	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-29c-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-148b-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-1-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-501-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-493-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-620	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-324-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-320d	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-550a-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-578	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-339-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-let-7f-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-628-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-328-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-591	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-30a-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-367-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-526b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-195-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-30a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-525-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-125a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-18a-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-106b-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-142-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-483-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-204-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-301a-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-142-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-647	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-188-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-218-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-19a-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-130b-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-132-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-let-7c-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-32-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-328-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-210-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-139-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-221-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-99a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-100-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-19b-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-let-7b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-17-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-10b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-941	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-362-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-455-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-33a-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-219a-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-222-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-581	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-345-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-202-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-18b-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-18a-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-324-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-211-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-642a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-411-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-202-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-379-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-645	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-320d	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-579-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-223-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-567	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-10a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-95-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-574-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-609	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-432-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-153-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-125b-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-33b-5p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-585-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-1537-3p	high grade vs low grade	Up	high grade vs low grade	dbDEMC
hsa-miR-30e-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-122-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-499a-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-30d-5p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
hsa-miR-628-3p	high grade vs low grade	Down	high grade vs low grade	dbDEMC
